rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart
23,"spotify:track:57Z6TJCTMACXxdrcwZ3Zvf","EsDeeKid, Rico Ace","Phantom","Lizzy Records",22,23,75
24,"spotify:track:0myPb7rgTdf5dTHnfwdvO9","Hazbin Hotel, Jessica Vosk, Alex Brightman, Sam Haft, Andrew Underberg","Gravity","Atlantic Records",1,21,37
25,"spotify:track:5W9YtUsoXA547TTPJUXvns","Annabelle Dinda","The Hand","Annabelle Dinda",6,25,8
26,"spotify:track:3YjVhsdXUG69TeUm0XzIFZ","THOT SQUAD","HOES DEPRESSED","THOT SQUAD",3,26,23
27,"spotify:track:54uoj9Bb6k97wSQ9MezOYU","Buffalo Traffic Jam","Fool's Gold","Arista Records",8,27,51
28,"spotify:track:48axmFD7PUPnTOdSFMYrvj","NF, mgk","WHO I WAS","NF Real Music II",24,24,2
29,"spotify:track:5YgLr3Hn1JwngvChsXdJGH","Jessie Murph, 6LACK","Forever (feat. 6LACK)","Columbia",29,29,2
30,"spotify:track:7KWeKiDy7GqFjQ5e7xiPxy","Hazbin Hotel, Jeremy Jordan, Christian Borle, Sam Haft, Andrew Underberg","VOX POPULI","Atlantic Records",30,30,2
31,"spotify:track:72RX8sK4OKFnUX2MBDOdBD","Stephen Wilson Jr.","Stand By Me - Live at The Print Shop","Big Loud Records",24,31,12
32,"spotify:track:2gYTC8DsplN3RNdpdBcCOQ","SIENNA SPIRO","Die On This Hill","Capitol Records",5,32,37
33,"spotify:track:7mcxFbFdnFFbWwPflgqqKE","EsDeeKid","Rottweiler","Lizzy Records",33,37,42
34,"spotify:track:1qbmS6ep2hbBRaEZFpn7BX","Olivia Dean","Man I Need","PLG - Capitol",1,33,93
35,"spotify:track:09xhawlPUifhftf8zuie7w","Buckshot, fakemink","Fever","-",26,34,21
36,"spotify:track:6sGIMrtIzQjdzNndVxe397","Olivia Dean","So Easy (To Fall In Love)","PLG - Capitol",3,36,51
37,"spotify:track:3fBLo7dnG5CSepoXgu3B53","Breaking Rust","Livin’ on Borrowed Time","Breaking Rust",2,35,29
38,"spotify:track:23ZdNaFSfH7VdSVU4U0Agb","SIENNA SPIRO","You Stole The Show","Capitol Records",16,39,40
39,"spotify:track:0620OecAlwJQxWieRW4L9s","Labi Siffre","Bless the Telephone","Edsel",7,40,55
40,"spotify:track:2o4kFMrOGhXwdpKd2ZUaKs","Devi McCallion","I Want Things to Be Beautiful","Devi McCallion",10,43,25
41,"spotify:track:1p7K0GCeGcRexeVApuIKnN","Hazbin Hotel, Stephanie Beatriz, Erika Henningsen, Sam Haft, Andrew Underberg","Easy","Atlantic Records",38,38,2
42,"spotify:track:5uz5v1hRZLjNGatcPtOWUv","EsDeeKid, fakemink, Rico Ace","LV Sandals","Lizzy Records",40,42,44
43,"spotify:track:312z6PZ8wwREck8613PkJk","Olivia Dean","A Couple Minutes","PLG - Capitol",11,44,51
44,"spotify:track:0Y2QAFRdkzrNAJDPJ5lATF","Fred again.., Sammy Virji, Reggie","Talk of the Town","Atlantic Records UK",16,45,16
45,"spotify:track:17HsyeI0Eq06n3XRntZ4DT","Breaking Rust","Walk My Walk","Breaking Rust",1,41,28
46,"spotify:track:5ViLKrbyL3HD6wsq3AB9eI","Dominic Fike","White Keys","Columbia",46,46,2
47,"spotify:track:2Kc8MeW8prVwHEREYM3wCG","JVKE, Annika Wells","her (feat. Annika Wells)","JVKE",47,48,2
48,"spotify:track:1MWJ3pny2L1eiZTAYTaYwJ","Wale, Leon Thomas","Watching Us (with Leon Thomas)","Wale Music PS/ Def Jam",47,47,2
49,"spotify:track:53CnanPxbhecUExO9EIinJ","Hazbin Hotel, Kimiko Glenn, Erika Henningsen, Sam Haft, Andrew Underberg","Clean It Up!","Atlantic Records",42,49,9
50,"spotify:track:0il7LJ828XyPqyvNx9cF5S","Smerz","You got time and I got money","Escho",43,53,14
51,"spotify:track:4VxTzYm00mg82MuoT35Ja7","Tyla","CHANEL","Epic",41,58,23
52,"spotify:track:4oVO4fGNRRvEn0CRuFO4qv","ROSALÍA, Yahritza Y Su Esencia","La Perla","Columbia",12,50,9
53,"spotify:track:2NLOyWzztMiW5FmNhD83K6","EsDeeKid, Rico Ace","Mist","Lizzy Records",49,59,15
54,"spotify:track:3SEVc1OeCtFmVVJPtWzq3P","Hazbin Hotel, Patina Miller, Liz Callaway, Sam Haft, Andrew Underberg","Sera's Confession","Atlantic Records",28,52,16
55,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",1,72,123
56,"spotify:track:6XYSYV2avqhOl9BRexar7S","Hazbin Hotel, Leslie Kritzer, Amir Talai, Sam Haft, Andrew Underberg","Don't You Forget","Atlantic Records",44,51,9
57,"spotify:track:79bWkyd08EFDO0ZZuu7IRT","Furacão 2000, Nyasia","Mimosa 2000","Furacao 2000",3,57,66
58,"spotify:track:4GWl0BXvpoZL6B8e1f6Nn9","Hazbin Hotel, Christian Borle, Amir Talai, Joel Perez, Sam Haft, Andrew Underberg","Don't You Forget (Reprise)","Atlantic Records",47,54,9
59,"spotify:track:5XpCZoQBmYk3APbuAJqL3D","Hazbin Hotel, Christian Borle, Sam Haft, Andrew Underberg","VOX DEI","Atlantic Records",56,56,2
60,"spotify:track:5Jh7Gc5aF6leolD64pNRD5","overtonight throwaways, overtonight","mirrors demo","TOKYOSLONDON",41,55,22
61,"spotify:track:4uvjOKsp7mSjrDhWdkLPBY","Tiffany","I Think We're Alone Now","Geffen*",57,87,23
62,"spotify:track:2pPNAgcdgtRMwK9mPYMK7O","EsDeeKid, Rico Ace","Cali Man","Lizzy Records",35,62,48
63,"spotify:track:1PtQJZVZIdWIYdARpZRDFO","Kate Bush","Running Up That Hill (A Deal With God)","Fish People",1,71,89
64,"spotify:track:7eCAw2VS0UhbsiSItwWdvl","Summer Walker, Latto, Doja Cat","Go Girl (with Latto & Doja Cat)","LVRN/Interscope Records",61,61,2
65,"spotify:track:1g9GiiPPaL7KcDHlDzu7lT","Geese","Au Pays du Cocaine","Partisan / Play It Again Sam",7,70,26
67,"spotify:track:6yJCKvJQjY84hOid1klHOd","NF","HOME","NF Real Music II",60,60,2
68,"spotify:track:3Vd4fHzwS6pBS3muymjiDi","Olivia Dean","Let Alone The One You Love","PLG - Capitol",13,67,51
69,"spotify:track:5KP2SYUSHbLbLsjw40VeH8","Hazbin Hotel, Alex Brightman, Krystina Alabado, Blake Roman, Sam Haft, Andrew Underberg","Piss (A Love Song)","Atlantic Records",53,63,9
70,"spotify:track:49ulaJeCHwGaSgAiiisHa7","Jessie Murph","Certain Kind of Love","Columbia",66,66,2
71,"spotify:track:0nRYjxQQCzMVyjgpTtKjLt","John Summit, Subtronics, Inéz","crystallized (feat. Inéz) - Subtronics Remix","Experts Only/Darkroom Records",28,73,9
72,"spotify:track:3DjBBD4u8mxzAQRsS9ua1u","Jessie Murph","Wildflowers and Wine","Columbia",69,69,2
73,"spotify:track:66sO5P0JhejhELU35RYVKV","Hazbin Hotel, Christian Borle, Joel Perez, Lilli Cooper, Sam Haft, Andrew Underberg","Once We Get Up There","Atlantic Records",44,68,16
74,"spotify:track:6DH13QYXK7lKkYHSU88N48","Daniel Caesar","Who Knows","Republic Records",16,77,23
75,"spotify:track:57NAjcecxq276BAZyMuotB","Hariroc, Lil Tony Official","icon","squid1luh",65,74,9
76,"spotify:track:3pbtBomO4Zt5gGiqsYeiBH","Diana Ross","Upside Down","UNI/MOTOWN",76,-1,1
77,"spotify:track:7bxtXC2RHjmd7yNQPnbiZI","Lithe, Don Toliver","FaceTime (feat. Don Toliver)","GSL",77,80,2
78,"spotify:track:5M2ztfcb9GBGmZdUFkSzfQ","NF, James Arthur","SORRY","NF Real Music II",65,65,2
79,"spotify:track:1fsBDvL77kDOixZ8Lw9cjZ","Stephen Schwartz, Kristin Chenoweth, Idina Menzel, Stephen Oremus","Defying Gravity","UME - Global Clearing House",1,-1,135
80,"spotify:track:0gx2NKeIy2YCc1UaXkJmYI","Ashley Cooke","baby blues","Big Loud Records",76,76,2
81,"spotify:track:72YttnPRxyHe8zCG50jYhj","ZXKAI, slxughter","NO BATIDÃO - Slowed","ZXKAI",58,84,17
82,"spotify:track:6eo9UbUfjybG8VQLYspVO6","Doc Raven","My Ride or Die","Doc Raven",5,79,27
83,"spotify:track:7lCpzHEIIBf7BQKfRyRP01","Big L, Mac Miller, Pale Jay","Forever","Mass Appeal",15,75,16
84,"spotify:track:2Nig1jX8uBu3LdSSUrm7Fp","NF","GIVE ME A REASON","NF Real Music II",78,78,2
85,"spotify:track:2cMO1LFtsP2EBjWgG4JHZl","Joshua Slone","Your Place At My Place","Max Kang LLC",10,81,16
86,"spotify:track:5gLXpfTtAlQVUPLE39yqNR","Hazbin Hotel, Christian Borle, Alex Newell, James Monroe Iglehart, Andrew Durand, Patrick Stump, Lilli Cooper, Joel Perez, Daphne Rubin-Vega, Sam Haft, Andrew Underberg","Bad With Us","Atlantic Records",86,89,2
87,"spotify:track:7cqKXq3pKFXjd61mBUumZG","Jay Lewis, Gorilla Mode Dezz, Mista Cain","I Hope","Jay Lewis",18,88,42
88,"spotify:track:6YrkatdanWuKHmF4mBxX2i","Stephen Wilson Jr.","I'm A Song - Live at The Print Shop","Big Loud Records",73,86,9
89,"spotify:track:0vYSTV1Lye2Z2zktF6P39C","RAYE, David Guetta, Hypaton","WHERE IS MY HUSBAND! - Remix","Human Re Sources",89,90,2
90,"spotify:track:4ThbwJaIWVxXZ1qJaHQBCz","Cody Johnson","Travelin' Soldier","CoJo Music/Warner Records Nashville",29,85,9
91,"spotify:track:2zS3syUBiTkYqJRm9Tn52h","Cynthia Erivo, Ariana Grande, Idina Menzel, Kristin Chenoweth","For Good - Live from the Gershwin Theatre","Wicked Soundtrack",7,64,9
92,"spotify:track:6tHVEMyRfxGgQuXRzl2yOF","Olivia Dean","I've Seen It","PLG - Capitol",23,91,51
93,"spotify:track:7FyKqLLICVzwBiAUtbVYUW","ALLDAY PROJECT","ONE MORE TIME","THEBLACKLABEL",82,82,2
94,"spotify:track:4MHORmGs8oN7AASfGmApcM","Lewis Capaldi","Something In The Heavens","Vertigo Berlin",48,96,10
95,"spotify:track:2zf1izCOz2F22PF27uhxRF","Cameron Winter","Love Takes Miles","Partisan / Play It Again Sam",95,-1,1
96,"spotify:track:2hCVZaN1R3yS0U4LffcjEw","5 Seconds of Summer","I'm Scared I’ll Never Sleep Again","5 Seconds Of Summer",92,92,2
97,"spotify:track:5vHs45P0mSuzl9rDRcliLK","Buck Owens & The Buckaroos","Made In Japan","Omnivore Recordings",28,94,85
98,"spotify:track:44xDy4h27s4ENaC8fKnCoC","El Bogueto, Yung Beef","Cuando No Era Cantante","Candela Music",94,-1,2
99,"spotify:track:2mNGL7mZILSqZHxGboJaO9","Yeat","COMË N GO","Lyfestyle Corporation/Field Trip Recordings/Capitol Records",22,-1,106
100,"spotify:track:2Ui2JtVjnbHZuExldryCOA","Julia Wolf","In My Room","girls in purgatory",2,-1,236
